Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level,metal_oxide_mean,metal_oxide_std,CO2_mean,CO2_diff
2,21.23,49.57,109.69,595.19,499.47,749.48,693.41,633.37,1,Low Activity,643.9325,107.34566917983541,352.44000000000005,-485.50000000000006
1,19.36,55.35,123.44,597.05,486.54,731.76,701.32,607.32,1,Moderate Activity,631.735,110.34000951604091,360.245,-473.60999999999996
3,23.16,43.15,103.63,605.33,498.57,751.74,701.6,648.05,1,Moderate Activity,649.99,109.46602912928438,354.48,-501.70000000000005
3,23.56,52.06,123.96,558.88,483.16,705.76,640.086,574.43,2,High Activity,600.859,95.0342464097373,341.42,-434.92
3,23.07,43.53,109.23,597.96,481.81,746.6,700.33,653.67,1,Moderate Activity,645.6025000000001,115.59795539570182,353.595,-488.73
2,19.88,46.56,92.83,597.82,447.67,723.09,681.31,605.25,2,Moderate Activity,614.3299999999999,121.34394642228071,345.32500000000005,-504.99000000000007
3,23.16,43.69,98.06,605.31,482.63,742.44,717.49,641.54,1,Low Activity,646.0250000000001,117.0770966784993,351.68499999999995,-507.24999999999994
3,23.12,43.86,104.76,599.03,484.55,752.34,706.09,641.65,1,Moderate Activity,646.1575,116.91012142524987,351.895,-494.27
3,23.17,43.91,102.16,605.1,490.62,750.75,703.11,633.13,1,Moderate Activity,644.4025,113.33209000543492,353.63,-502.94000000000005
3,23.55,43.27,109.13,599.78,493.37,745.04,730.142,640.71,1,Moderate Activity,652.3154999999999,115.54675331224153,354.455,-490.65
3,23.72,42.99,102.93,599.35,494.19,744.03,708.01,638.21,1,Moderate Activity,646.11,110.39630549373771,351.14,-496.42
3,24.15,42.18,105.99,593.04,476.56,748.81,704.128,638.11,1,High Activity,641.902,119.23890831435853,349.515,-487.04999999999995
1,17.8,51.52,112.44,590.42,446.08,745.86,677.66,600.81,1,Moderate Activity,617.6025,128.7877396791584,351.42999999999995,-477.97999999999996
3,24.18,41.96,110.29,578.93,476.07,751.88,706.15,637.59,1,Low Activity,642.9225,120.74442136871859,344.60999999999996,-468.63999999999993
3,24.15,42.09,110.92,596.13,473.69,735.91,702.23,652.1,1,Low Activity,640.9825,116.72312806380748,353.525,-485.21
3,24.22,42.06,115.43,596.5,476.21,743.06,692.45,640.9,1,Low Activity,638.155,115.73925306480943,355.96500000000003,-481.07
3,23.66,43.69,108.74,598.04,482.76,749.68,700.1,639.89,1,High Activity,643.1075,115.94181856287517,353.39,-489.29999999999995
3,23.6,44.03,106.91,602.87,480.53,745.42,699.3900000000001,630.63,1,Moderate Activity,638.9925,115.6935118823293,354.89,-495.96000000000004
2,17.93,46.55,95.97,594.96,480.91,737.44,697.862,620.03,2,Low Activity,634.0605,113.15164309161989,345.46500000000003,-498.99
3,23.49,44.3,110.65,596.05,471.98,734.14,687.394,627.64,1,High Activity,630.2885,114.18518279093833,353.34999999999997,-485.4
3,21.92,53.46,150.94,558.17,347.53,687.03,663.6220000000001,539.93,2,Low Activity,559.528,155.37004692882948,354.55499999999995,-407.22999999999996
3,23.61,43.97,109.89,594.86,468.71,740.54,682.99,621.97,1,Low Activity,628.5525,117.04357546799967,352.375,-484.97
3,23.82,43.62,117.04,578.93,466.46,737.07,698.98,637.83,1,Moderate Activity,635.085,119.61805451798098,347.98499999999996,-461.88999999999993
3,23.91,43.64,112.54,592.87,481.75,732.55,696.11,631.21,1,High Activity,635.405,110.6792740308681,352.705,-480.33
3,24.86,42.15,112.55,597.8,464.72,737.14,707.38,631.13,1,Low Activity,635.0925000000001,122.04051932998864,355.17499999999995,-485.24999999999994
1,15.95,47.15,77.05,578.93,532.7,756.33,714.58,619.68,0,Low Activity,655.8225,100.03271410726927,327.98999999999995,-501.87999999999994
3,23.54,44.36,124.89,592.95,444.0,725.08,691.84,603.08,1,Moderate Activity,616.0,125.69948077325805,358.92,-468.06000000000006
0,21.55,52.76,128.54,574.53,444.44,714.62,668.06,590.16,1,Low Activity,604.3199999999999,118.30891428797746,351.53499999999997,-445.99
3,23.96,43.81,111.57,596.25,479.89,732.79,691.18,624.98,1,Moderate Activity,632.2099999999999,110.82636960579372,353.90999999999997,-484.68
3,22.92,43.65,128.71,572.49,477.89,712.58,710.812,598.39,2,Low Activity,624.918,111.6294062930254,350.6,-443.78
3,23.65,44.39,113.61,592.08,471.92,733.57,697.514,631.31,1,Moderate Activity,633.5785,115.79387569729239,352.845,-478.47
3,23.43,44.64,112.46,593.07,435.12,736.12,695.76,617.31,1,High Activity,621.0775,133.4249332958424,352.76500000000004,-480.61000000000007
0,19.23,52.8,118.78,589.4,474.89,714.09,663.884,583.52,1,Moderate Activity,609.096,104.38845273304901,354.09,-470.62
3,23.55,44.31,114.32,595.11,407.0,722.4,690.7300000000001,618.63,1,High Activity,609.69,141.93212626698255,354.71500000000003,-480.79
3,23.56,44.31,113.71,591.28,422.42,725.96,680.76,605.95,1,Moderate Activity,608.7725,133.72899345940905,352.495,-477.57
3,23.4,44.52,116.97,593.88,418.01,723.46,631.452,602.55,1,Low Activity,593.8679999999999,128.07296983620967,355.425,-476.90999999999997
3,23.05,45.39,116.04,593.42,423.12,728.18,683.03,615.19,1,High Activity,612.38,134.44739516504833,354.72999999999996,-477.37999999999994
3,23.78,51.7,106.96,552.76,430.81,590.92,661.12,599.89,2,Low Activity,570.685,98.32919556266084,329.86,-445.8
2,15.05,45.28,70.14,604.19,567.13,782.75,746.142,687.95,0,Moderate Activity,695.9929999999999,94.36111817198156,337.165,-534.0500000000001
3,22.98,45.12,115.47,601.52,426.55,735.87,691.3879999999999,614.43,1,High Activity,617.0595,136.5545613579666,358.495,-486.04999999999995
1,15.96,41.36,77.66,601.96,557.54,779.36,754.21,703.37,1,Low Activity,698.62,99.222518613468,339.81,-524.3000000000001
3,22.88,45.27,116.29,597.18,448.09,741.32,694.96,619.36,2,Moderate Activity,625.9325,128.77658104251722,356.73499999999996,-480.88999999999993
3,22.58,45.85,109.58,599.19,444.4,727.9,683.42,614.81,2,Moderate Activity,617.6324999999999,124.50486238831532,354.38500000000005,-489.61000000000007
3,22.46,45.96,110.16,598.45,441.24,738.7,684.97,621.59,2,Moderate Activity,621.625,129.43195651255013,354.305,-488.2900000000001
0,19.11,47.16,113.58,587.06,449.12,716.68,669.25,597.36,3,Moderate Activity,608.1025,116.7888791438066,350.32,-473.47999999999996
3,22.35,46.2,119.67,594.28,443.26,736.08,686.79,626.59,2,Moderate Activity,623.1800000000001,128.03056484032763,356.97499999999997,-474.60999999999996
3,23.36,46.48,121.67,581.63,476.27,711.24,632.7679999999999,586.84,1,Moderate Activity,601.7795,98.17961676267976,351.65,-459.96
3,21.96,47.16,106.53,596.73,433.78,736.72,682.63,617.67,2,Moderate Activity,617.7,131.91946103589115,351.63,-490.20000000000005
3,21.94,47.13,112.38,597.35,436.42,730.81,694.14,611.65,2,Moderate Activity,618.255,131.06582887999448,354.865,-484.97
2,18.21,53.75,82.29,594.6,524.74,748.91,705.076,636.71,1,Moderate Activity,653.859,97.67919951214449,338.445,-512.3100000000001
3,22.02,46.48,104.16,607.2,451.44,729.3,686.42,621.28,3,High Activity,622.1099999999999,122.139824245275,355.68,-503.0400000000001
3,21.92,46.6,108.74,604.0,453.71,735.06,685.83,637.47,3,Moderate Activity,628.0174999999999,122.84520920654577,356.37,-495.26
3,21.79,46.75,109.12,597.14,442.03,734.69,688.0379999999999,626.8,3,High Activity,622.8895,128.41226525401174,353.13,-488.02
0,18.47,51.35,126.91,586.61,480.24,750.03,631.8639999999999,658.57,1,Moderate Activity,630.176,112.03400375481246,356.76,-459.70000000000005
0,21.67,46.53,109.17,595.09,453.05,733.93,690.208,622.99,3,Low Activity,625.0445,123.40808029055468,352.13,-485.92
0,21.54,46.97,111.49,596.68,450.92,882.31,651.874,625.0,3,High Activity,652.5260000000001,177.2039988939301,354.085,-485.18999999999994
0,21.55,47.28,108.94,598.58,440.88,733.55,693.7059999999999,623.69,3,Low Activity,622.9565,129.6004164949583,353.76,-489.64000000000004
3,23.74,44.89,110.93,592.43,335.39,723.12,662.32,562.32,4,Low Activity,570.7875,170.35949310697856,351.67999999999995,-481.49999999999994
0,21.23,47.8,115.81,591.48,440.51,737.71,688.54,630.51,3,Moderate Activity,624.3175,130.13574025480727,353.645,-475.67
0,21.3,47.24,110.59,601.75,443.38,732.65,698.32,635.49,3,Low Activity,627.46,129.14591618269108,356.17,-491.15999999999997
0,21.2,47.66,111.12,596.66,459.07,733.33,697.26,617.84,3,Low Activity,626.875,121.82892992498402,353.89,-485.53999999999996
2,19.77,55.03,107.39,568.74,361.57,716.14,666.87,599.46,1,Low Activity,586.01,157.084237061945,338.065,-461.35
3,24.2,48.5,133.83,570.43,432.32,698.73,886.81,581.6,2,Low Activity,649.865,191.93458824992086,352.13,-436.5999999999999
1,18.72,50.7,86.01,584.87,520.8,761.91,726.25,674.06,1,Low Activity,670.755,106.28006100236614,335.44,-498.86
1,18.54,56.91,121.09,569.31,429.32,715.74,668.19,597.86,2,High Activity,602.7775,125.36747009624682,345.2,-448.2199999999999
0,20.98,47.96,110.99,578.93,443.82,730.42,722.7819999999999,630.16,2,High Activity,631.7955,133.3451644455096,344.96,-467.93999999999994
3,23.94,51.44,124.85,554.42,411.87,681.48,625.55,551.99,2,Low Activity,567.7225,116.65090637596148,339.635,-429.56999999999994
0,20.79,48.36,118.44,598.94,470.66,738.84,686.002,607.36,2,High Activity,625.7155,116.63439607451424,358.69000000000005,-480.50000000000006
0,20.87,48.14,115.13,593.67,461.3,739.5,860.78,628.78,2,Moderate Activity,672.5899999999999,169.75983466847117,354.4,-478.53999999999996
0,20.91,47.97,114.9,605.37,455.14,739.01,693.866,612.05,2,Moderate Activity,625.0165,124.84781010894824,360.135,-490.47
2,23.3,51.05,113.45,544.14,482.51,717.37,678.244,610.94,2,Low Activity,622.2660000000001,103.01832379403838,328.795,-430.69
0,20.84,47.89,116.3,593.55,457.71,733.01,696.57,622.78,2,Low Activity,627.5174999999999,122.1391914647656,354.92499999999995,-477.24999999999994
0,20.65,48.21,118.16,597.89,459.77,737.39,686.986,622.54,2,Moderate Activity,626.6714999999999,120.78852752779684,358.025,-479.73
0,20.82,47.91,114.11,599.58,455.55,738.45,688.92,614.79,2,High Activity,624.4275,123.52179898706139,356.845,-485.47
0,20.64,48.14,120.75,597.49,460.25,730.99,697.89,623.4,2,Moderate Activity,628.1325,120.62711756345115,359.12,-476.74
0,20.64,48.2,120.06,599.0,458.78,732.92,643.15,608.74,2,High Activity,610.8975,114.12581197228492,359.53,-478.94
0,20.5,48.36,121.12,578.93,460.07,734.4,680.6,615.59,2,Low Activity,622.6650000000001,118.78322566760006,350.025,-457.80999999999995
0,20.3,48.67,115.36,592.22,462.11,737.51,697.53,613.68,1,High Activity,627.7075,121.86204396092054,353.79,-476.86
0,20.22,49.01,125.32,595.9,464.69,729.73,689.97,605.1,1,High Activity,622.3725000000001,117.27057726329598,360.61,-470.58
0,20.16,49.0,122.66,591.11,463.3,733.48,700.26,621.61,1,Moderate Activity,629.6625,120.42065780006352,356.885,-468.45000000000005
1,19.25,48.86,81.13,616.88,530.37,775.97,851.0,679.0,1,Moderate Activity,709.085,138.39271283802,349.005,-535.75
3,22.19,50.09,192.27,558.89,431.6,699.75,660.16,577.42,2,Low Activity,592.2325,118.59787557821878,375.58,-366.62
0,20.16,48.9,116.53,596.09,452.6,735.8,731.008,623.85,1,Moderate Activity,635.8145000000001,132.62680086493324,356.31,-479.56000000000006
1,19.69,54.64,121.81,554.51,486.82,699.47,638.67,573.77,2,Low Activity,599.6825,91.08049896474364,338.15999999999997,-432.7
2,15.49,47.08,79.07,603.29,544.04,763.62,722.906,652.5,1,Moderate Activity,670.7665,96.1484455533907,341.17999999999995,-524.22
1,18.58,45.77,74.73,615.17,428.11,769.68,719.35,626.44,0,Moderate Activity,635.895,150.69524046896768,344.95,-540.4399999999999
0,20.08,48.86,116.49,601.4,466.48,736.98,802.27,622.48,1,Moderate Activity,657.0525,147.18430971064814,358.945,-484.90999999999997
1,20.2,56.43,131.72,560.86,428.24,710.95,668.94,585.67,2,Low Activity,598.45,124.84638908140944,346.29,-429.14
0,19.89,49.29,113.97,602.41,463.61,737.11,687.47,623.39,1,Moderate Activity,627.895,119.00553642583189,358.19,-488.43999999999994
0,19.77,49.6,114.38,595.08,460.45,733.55,516.84,625.87,1,Moderate Activity,584.1775,120.95900335099766,354.73,-480.70000000000005
3,22.55,49.2,108.91,564.77,438.03,729.35,685.34,636.95,1,Moderate Activity,622.4175,128.58686334536668,336.84,-455.86
0,22.27,51.59,122.96,571.66,432.63,710.2,682.94,594.09,1,Low Activity,604.965,125.12943125686569,347.31,-448.7
0,19.37,50.53,116.35,599.46,467.05,731.26,705.56,627.64,1,High Activity,632.8774999999999,119.00707720551746,357.90500000000003,-483.11
0,19.39,50.41,115.65,603.06,458.85,733.35,688.21,617.34,1,Moderate Activity,624.4375,120.27532176219692,359.35499999999996,-487.40999999999997
0,19.22,50.94,117.63,593.29,456.89,740.62,690.96,625.11,1,Low Activity,628.395,123.73841508063157,355.46,-475.65999999999997
0,21.21,52.47,127.07,570.0,369.27,868.93,649.48,547.71,3,Low Activity,608.8475,208.50985530265308,348.53499999999997,-442.93
0,19.34,50.45,113.52,578.93,462.55,740.41,702.44,622.12,1,Low Activity,631.88,123.1873654235693,346.22499999999997,-465.40999999999997
0,19.53,49.62,109.17,591.51,453.27,735.22,683.01,617.43,1,Moderate Activity,622.2325,122.51730500219145,350.34,-482.34
0,19.39,50.05,110.99,603.09,441.35,732.73,691.318,616.72,1,High Activity,620.5295,128.73716045105238,357.04,-492.1
0,19.28,50.39,109.45,598.19,445.72,729.76,695.11,610.34,1,Moderate Activity,620.2325000000001,126.69568195088574,353.82000000000005,-488.74000000000007
2,20.8,51.06,94.31,577.11,422.66,719.71,656.7,600.44,2,Moderate Activity,599.8775,127.7953875993444,335.71000000000004,-482.8
2,17.9,48.25,87.18,602.49,489.99,760.64,716.47,643.49,0,Low Activity,652.6475,118.7111531898611,344.83500000000004,-515.31
3,20.88,47.91,112.84,588.11,423.47,737.69,696.5,622.45,1,Moderate Activity,620.0275,139.44321003548362,350.475,-475.27
0,19.06,51.01,115.52,597.45,463.75,737.42,735.1360000000001,625.42,1,High Activity,640.4315,128.86350534189268,356.485,-481.93000000000006
0,19.05,51.05,113.04,599.41,458.8,737.67,688.25,619.5,1,High Activity,626.0550000000001,121.57758743562344,356.22499999999997,-486.36999999999995
0,18.85,51.44,112.03,597.43,457.11,736.98,665.8820000000001,622.51,1,Low Activity,620.6205,118.78185950584655,354.72999999999996,-485.4
1,18.92,51.33,112.88,595.98,462.7,741.58,686.96,622.77,1,Moderate Activity,628.5025,120.72990636816824,354.43,-483.1
1,19.08,50.87,116.21,590.32,450.5,738.42,699.89,617.46,1,Low Activity,626.5675,127.76264696042162,353.26500000000004,-474.11000000000007
1,19.21,50.39,114.34,594.78,429.8,736.76,696.18,621.66,1,Moderate Activity,621.0999999999999,136.14972836305378,354.56,-480.43999999999994
0,20.67,51.83,109.05,578.93,494.89,748.61,693.68,640.1,1,High Activity,644.3199999999999,109.02590976460596,343.98999999999995,-469.87999999999994
1,18.9,51.07,110.16,603.43,435.41,736.05,695.32,619.77,1,Moderate Activity,621.6375,133.17094312073735,356.79499999999996,-493.27
3,23.55,49.22,118.63,578.93,406.47,717.52,683.44,582.92,2,Low Activity,597.5875,139.63701834279715,348.78,-460.29999999999995
1,18.92,50.89,116.38,593.25,441.18,738.29,693.89,628.57,1,Moderate Activity,625.4825000000001,130.87151749585036,354.815,-476.87
1,19.01,50.72,117.55,600.55,427.57,738.25,700.05,634.45,1,Low Activity,625.0799999999999,138.47496380212561,359.04999999999995,-482.99999999999994
1,18.96,50.71,114.19,597.59,448.23,738.44,699.99,624.08,1,Low Activity,627.6850000000001,128.72681163352618,355.89,-483.40000000000003
1,18.9,50.98,112.17,578.93,450.61,732.22,699.85,627.03,1,High Activity,627.4275,125.81874909964732,345.54999999999995,-466.75999999999993
1,18.67,51.48,117.45,598.4,453.3,740.02,457.89,633.1,1,Low Activity,571.0775,140.32261456491372,357.925,-480.95
0,21.07,56.02,128.95,578.93,444.44,697.6,669.06,597.15,1,Low Activity,602.0625,113.26232688615693,353.93999999999994,-449.97999999999996
1,18.69,51.5,113.25,600.78,443.55,744.72,691.12,625.98,1,Moderate Activity,626.3425,131.17747072191932,357.015,-487.53
1,18.8,51.18,112.38,601.01,452.61,736.94,832.95,631.01,1,High Activity,663.3775,162.9282748890853,356.695,-488.63
1,18.8,51.11,114.7,597.64,441.99,748.6,703.5419999999999,629.26,1,High Activity,630.848,135.17866824811276,356.17,-482.94
3,24.02,51.04,171.48,548.55,443.63,701.19,840.89,596.93,1,Low Activity,645.66,167.7190782230811,360.015,-377.06999999999994
1,18.63,51.46,119.26,596.02,445.7,737.13,662.0840000000001,628.03,1,High Activity,618.236,123.72418797739861,357.64,-476.76
1,18.0,45.61,89.69,597.07,472.74,766.15,730.02,671.99,1,Low Activity,660.2249999999999,130.8695127471126,343.38,-507.38000000000005
1,19.09,50.31,113.21,595.15,450.81,736.07,726.304,627.57,1,Low Activity,635.1885000000001,132.3286114023217,354.18,-481.94
1,19.17,50.23,120.55,591.16,424.72,735.42,691.75,628.84,1,Moderate Activity,620.1825,137.45560456016332,355.85499999999996,-470.60999999999996
1,18.78,48.01,103.65,605.29,440.77,746.54,694.1,618.96,1,Moderate Activity,625.0925,133.5713565539658,354.46999999999997,-501.64
1,19.01,44.21,90.66,578.93,459.52,753.45,705.98,638.15,1,Moderate Activity,639.275,128.83919344154043,334.79499999999996,-488.27
2,19.29,53.75,88.39,574.96,463.86,726.64,689.85,612.63,1,Moderate Activity,623.245,116.39445648311606,331.675,-486.57000000000005
1,18.68,42.57,78.51,621.55,448.91,764.9,713.92,650.51,1,Low Activity,644.56,138.57230387057868,350.03,-543.04
1,18.2,45.33,79.79,608.04,482.93,756.7,709.83,638.47,1,High Activity,646.9825000000001,119.68489667316705,343.91499999999996,-528.25
1,18.18,43.11,74.8,578.93,488.81,777.32,720.91,659.42,1,Moderate Activity,661.615,124.85982820747434,326.86499999999995,-504.12999999999994
1,18.13,41.81,79.8,620.52,523.88,782.69,462.54,687.17,1,Low Activity,614.07,147.05088847062436,350.15999999999997,-540.72
3,22.32,45.63,111.83,591.79,413.99,740.27,687.4,623.31,1,Low Activity,616.2425,143.06436066213928,351.81,-479.96
1,17.7,41.73,63.26,623.69,541.35,789.44,757.92,703.53,1,Moderate Activity,698.06,110.33504882855674,343.475,-560.4300000000001
1,17.59,41.96,69.87,624.62,552.25,794.16,756.88,694.44,1,Moderate Activity,699.4325,106.3972554078973,347.245,-554.75
3,25.33,45.67,104.97,600.19,419.76,725.7,662.77,599.68,2,Low Activity,601.9775,131.92356483332816,352.58000000000004,-495.22
1,17.18,42.5,62.04,622.59,565.36,803.8,766.21,697.57,0,Moderate Activity,708.235,104.91389755413722,342.315,-560.5500000000001
1,17.07,43.29,59.59,622.11,574.11,799.15,758.66,711.77,0,Moderate Activity,710.9225,97.94784168968023,340.85,-562.52
1,17.34,44.64,67.11,578.93,505.14,778.37,747.02,675.47,0,Moderate Activity,676.5,122.08723356682303,323.02,-511.81999999999994
1,16.91,48.16,85.95,607.8,523.75,769.38,733.25,685.38,0,Low Activity,677.94,108.39800028905823,346.875,-521.8499999999999
1,18.25,44.69,69.21,617.36,452.81,764.99,736.59,664.41,0,Low Activity,654.6999999999999,141.09537247313725,343.285,-548.15
1,17.93,45.94,77.06,622.65,483.36,774.45,734.07,660.84,0,Moderate Activity,663.1800000000001,128.77255530585703,349.855,-545.5899999999999
1,18.78,44.93,72.92,620.33,456.55,769.16,728.56,650.22,0,Low Activity,651.1225,138.79083792407428,346.625,-547.4100000000001
1,18.38,51.28,79.65,596.15,563.59,764.88,731.08,656.23,0,Moderate Activity,678.945,89.30403070410651,337.9,-516.5
3,24.18,50.84,142.13,555.83,426.21,659.53,559.016,511.78,3,Low Activity,539.134,97.2806281366782,348.98,-413.70000000000005
1,19.24,45.34,82.35,578.93,413.34,752.22,706.88,630.93,0,Moderate Activity,625.8425,150.24595843149996,330.64,-496.5799999999999
1,19.1,45.78,80.59,613.37,426.75,756.26,712.45,638.89,0,Moderate Activity,633.5875,146.14798900999858,346.98,-532.78
1,19.78,45.06,79.35,616.83,418.12,754.02,706.95,639.85,0,Moderate Activity,629.735,148.6518739650911,348.09000000000003,-537.48
1,19.3,45.99,84.91,615.4,411.27,761.97,716.18,640.23,1,High Activity,632.4125,155.74258513650017,350.155,-530.49
1,19.08,56.27,110.84,578.93,484.39,728.64,685.7,599.62,1,Low Activity,624.5875,107.76575750982622,344.885,-468.0899999999999
1,19.99,45.73,96.97,606.1,409.21,746.83,705.01,616.74,1,Low Activity,619.4475,150.282378291668,351.535,-509.13
1,19.62,46.54,88.87,603.52,410.89,748.2,708.01,632.23,1,Moderate Activity,624.8325,150.51484187614193,346.195,-514.65
