Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
night,293.4,50.79,114.84,591.06,432.22,731.52,691.17,596.93,medium,9658,maintenance_mode,,Moderate Activity
morning,20.08,58.94,129.35,547.57,471.76,724.47,688.33,619.4,low,8936,off,,Low Activity
afternoon,17.17,45.86,69.54,625.26,577.28,784.99,,698.75,extremely low,8374,off,moderate,Moderate Activity
afternoon,17.09,46.48,63.26,614.01,566.23,784.5,846.38,700.94,extremely low,2105,off,very_bright,Low Activity
evening,20.09,51.41,107.69,587.92,445.42,822.77,670.27,579.41,medium,4129,off,very_bright,Low Activity
afternoon,17.14,46.99,68.63,624.19,559.19,777.52,753.96,679.24,extremely low,2105,eco_mode,bright,Moderate Activity
night,19.63,57.04,125.21,564.92,398.54,696.17,873.66,561.5,medium,6528,cooling_active,,Low_Activity
night,20.55,58.37,123.83,549.97,458.31,713.41,690.19,609.27,low,5214,maintenance_mode,,LowActivity
afternoon,17.23,47.45,73.14,623.48,531.26,778.01,739.53,680.54,extremely low,2105,eco_mode,bright,Moderate Activity
morning,18.76,56.51,125.83,575.67,432.46,717.79,675.87,604.68,medium,8649,eco_mode,very_bright,Low Activity
night,21.24,52.22,128.64,568.67,408.14,717.42,660.86,598.73,low,1826,maintenance_mode,very_bright,Low Activity
afternoon,17.54,47.5,71.54,628.31,518.85,783.25,735.76,683.23,,2105,heating_active,moderate,Moderate Activity
afternoon,17.52,47.56,63.06,623.52,517.37,863.41,746.6,677.01,,2105,maintenance_mode,,Moderate Activity
morning,19.72,55.62,118.61,555.14,463.37,731.12,683.02,634.84,low,2847,maintenance_mode,,LowActivity
afternoon,17.53,47.55,101.01,602.11,347.33,726.99,482.28,631.4,low,5820,cooling_active,bright,Low Activity
afternoon,17.89,47.19,74.47,,496.55,770.2,,660.76,extremely low,2105,heating_active,very_bright,ModerateActivity
night,19.65,56.91,136.6,562.47,390.58,696.25,648.85,570.76,medium,6528,Cooling_active,moderate,Low Activity
afternoon,17.89,47.52,75.34,611.53,495.62,775.58,,664.79,extremely low,2105,eco_mode,,Moderate Activity
morning,18.41,56.98,106.79,604.4,497.17,741.77,706.36,632.78,low,9127,cooling_active,bright,Low Activity
afternoon,18.04,47.14,78.97,613.59,486.01,775.43,722.67,672.24,extremely low,2105,ventilation_only,bright,Moderate Activity
afternoon,17.78,48.03,77.96,620.22,495.05,767.73,729.29,672.94,extremely low,2105,maintenance_mode,bright,Low Activity
afternoon,17.59,48.64,80.02,621.18,492.49,768.49,729.82,667.84,extremely low,2105,heating_active,very_bright,Low Activity
afternoon,19.21,54.09,98.68,586.99,473.39,731.99,680.62,612.89,low,6528,heating_active,,ModerateActivity
afternoon,17.76,48.41,87.43,614.41,463.29,765.05,738.12,652.53,extremely low,2105,off,,Moderate Activity
afternoon,18.43,52.9,79.08,596.76,500.68,746.92,714.53,642.39,,5172,heating_active,,High Activity
afternoon,17.67,49.14,88.04,,470.34,765.81,,648.91,extremely low,2105,heating_active,,Moderate Activity
afternoon,17.77,49.01,83.54,609.24,457.77,630.02,725.67,646.09,,2105,cooling_active,bright,Moderate Activity
evening,24.27,45.18,117.58,593.43,394.92,710.15,659.08,583.78,medium,9658,off,bright,Low Activity
afternoon,17.9,48.89,89.68,607.43,438.06,765.7,,638.88,extremely low,2105,eco_mode,,Moderate Activity
afternoon,17.82,49.24,87.3,608.42,430.78,760.17,720.83,646.09,extremely low,2105,Ventilation_Only,very_bright,Moderate Activity
afternoon,17.73,49.36,90.76,612.51,431.84,767.88,726.39,651.71,extremely low,2105,COOLING_ACTIVE,bright,Moderate Activity
afternoon,17.76,49.34,93.91,603.61,433.37,764.74,725.88,648.92,extremely low,2105,heating_active,moderate,Moderate Activity
afternoon,22.38,52.05,110.97,546.16,464.22,693.3,621.94,558.49,extremely high,6817,ventilation_only,moderate,Low Activity
afternoon,17.37,41.38,63.18,631.29,596.79,796.76,775.75,711.29,extremely low,8374,heating_active,moderate,Moderate Activity
afternoon,17.72,49.6,93.49,603.81,426.0,765.36,723.15,665.33,,2105,cooling_active,bright,High Activity
morning,16.02,45.05,73.42,612.24,578.65,778.34,,675.65,extremely low,5820,maintenance_mode,very_bright,Moderate Activity
afternoon,17.65,49.84,92.66,615.22,427.97,765.65,716.07,646.38,extremely low,2105,COOLING_ACTIVE,very_bright,Low Activity
morning,17.02,53.97,115.2,587.34,500.63,760.89,722.98,671.53,extremely low,5820,cooling_active,bright,High Activity
afternoon,17.45,50.53,93.77,,446.18,762.16,719.7,649.95,extremely low,2105,off,bright,High Activity
night,22.01,52.18,99.38,550.88,474.01,713.59,,583.17,,4703,maintenance_mode,very_bright,Low Activity
afternoon,17.76,50.14,100.54,611.91,478.86,777.97,,654.06,low,2105,off,dim,Moderate Activity
afternoon,290.84,50.49,98.88,606.8,470.74,764.93,723.66,655.57,low,2105,maintenance_mode,,Low Activity
afternoon,22.29,50.8,119.57,566.61,380.0,693.15,637.67,561.52,medium,3074,maintenance_mode,,Low Activity
afternoon,18.43,46.26,81.34,614.31,539.93,765.77,721.34,660.5,low,5693,heating_active,bright,Moderate Activity
afternoon,17.83,50.42,90.13,611.62,427.3,617.57,717.38,642.12,,2105,cooling_active,dim,High Activity
afternoon,17.98,49.93,87.25,611.93,407.21,752.31,,634.7,low,2105,ventilation_only,very_bright,Low Activity
afternoon,17.77,50.53,94.91,,432.03,753.69,718.44,646.37,,2105,maintenance_mode,,Low Activity
afternoon,18.24,49.73,96.29,606.18,441.64,752.14,,650.73,low,2105,cooling_active,moderate,High Activity
night,19.38,48.09,117.08,578.93,465.0,720.31,,612.67,medium,2679,ventilation_only,,High Activity
evening,24.44,50.09,138.92,557.81,423.65,685.26,605.36,556.57,medium,1903,maintenance_mode,bright,Low Activity
night,21.1,50.61,107.37,560.58,436.61,708.04,848.83,590.97,medium,2847,eco_mode,bright,Low Activity
afternoon,20.62,44.68,93.93,607.67,508.63,765.79,,663.02,,2105,cooling_active,bright,Low Activity
afternoon,20.16,46.34,103.18,598.09,516.98,757.43,471.25,656.51,low,2105,ventilation_only,very_bright,ModerateActivity
afternoon,20.45,46.23,97.83,609.37,484.8,758.89,724.0,648.22,low,2105,cooling_active,bright,Low Activity
afternoon,20.98,45.4,98.96,606.59,498.58,755.51,720.1,665.96,low,2105,heating_active,bright,Moderate Activity
afternoon,21.49,44.59,97.55,599.01,512.67,760.23,721.25,669.13,low,2105,off,,ModerateActivity
evening,21.81,44.23,95.31,604.32,507.92,757.22,725.95,665.81,low,2105,ventilation_only,bright,Moderate Activity
morning,19.88,48.96,86.94,614.7,514.46,752.81,728.19,655.74,extremely low,3856,maintenance_mode,bright,Moderate Activity
evening,21.97,44.56,105.19,604.18,488.0,749.05,710.48,645.09,low,2105,eco_mode,,Moderate Activity
night,22.74,173.11,114.03,548.8,466.5,694.47,657.26,574.43,low,3592,maintenance_mode,,Low Activity
evening,24.09,51.67,117.28,554.76,485.18,715.65,,589.35,low,3592,heating_active,,Moderate Activity
afternoon,21.23,49.57,109.69,595.19,499.47,749.48,693.41,633.37,low,4129,ventilation_only,very_bright,Low Activity
morning,19.36,55.35,123.44,597.05,486.54,731.76,701.32,607.32,low,5693,heating_active,bright,Moderate Activity
evening,23.16,43.15,103.63,605.33,498.57,751.74,701.6,648.05,low,2105,ventilation_only,,Moderate Activity
evening,23.56,52.06,123.96,558.88,483.16,705.76,,574.43,medium,4761,ECO_MODE,bright,High Activity
evening,23.07,43.53,109.23,597.96,481.81,746.6,700.33,653.67,low,2105,eco_mode,bright,Moderate Activity
afternoon,19.88,46.56,92.83,597.82,447.67,723.09,681.31,605.25,medium,6431,maintenance_mode,bright,Moderate Activity
evening,23.16,43.69,98.06,605.31,482.63,742.44,717.49,641.54,low,2105,eco_mode,moderate,Low Activity
evening,23.12,43.86,104.76,599.03,484.55,752.34,706.09,641.65,low,2105,maintenance_mode,moderate,ModerateActivity
evening,296.44,43.58,102.66,596.71,480.91,752.05,705.21,639.86,low,2105,off,,Moderate Activity
evening,23.17,43.91,102.16,605.1,490.62,750.75,703.11,633.13,low,2105,heating_active,bright,Moderate Activity
evening,23.55,43.27,109.13,599.78,493.37,745.04,,640.71,low,2105,maintenance_mode,moderate,Moderate Activity
evening,23.72,42.99,102.93,599.35,494.19,744.03,708.01,638.21,low,2105,COOLING_ACTIVE,,ModerateActivity
evening,24.15,42.18,105.99,593.04,476.56,748.81,,638.11,low,2105,heating_active,,High Activity
morning,17.8,51.52,112.44,590.42,446.08,745.86,677.66,600.81,low,3418,maintenance_mode,very_dim,Moderate Activity
evening,24.18,41.96,110.29,,476.07,751.88,706.15,637.59,low,2105,cooling_active,bright,Low Activity
evening,24.15,42.09,110.92,596.13,473.69,735.91,702.23,652.1,low,2105,eco_mode,bright,LowActivity
evening,24.22,42.06,115.43,596.5,476.21,743.06,692.45,640.9,low,2105,off,,Low Activity
night,293.47,58.57,-6.63,546.0,470.97,709.91,678.87,620.21,low,8936,ventilation_only,very_bright,Low Activity
evening,23.66,43.69,108.74,598.04,482.76,749.68,700.1,639.89,low,2105,ventilation_only,dim,High Activity
evening,23.67,127.59,113.77,598.16,482.27,748.21,700.26,644.49,low,2105,COOLING_ACTIVE,bright,Low Activity
evening,23.6,44.03,106.91,602.87,480.53,745.42,,630.63,low,2105,cooling_active,very_dim,Moderate Activity
morning,19.0,52.74,2.49,582.84,438.36,745.96,709.06,627.54,low,6847,ventilation_only,moderate,High Activity
evening,296.74,44.08,112.1,595.72,485.64,742.17,,626.28,low,2105,ventilation_only,moderate,Moderate Activity
afternoon,17.93,46.55,95.97,594.96,480.91,737.44,,620.03,medium,2679,heating_active,,Low Activity
evening,23.49,44.3,110.65,596.05,471.98,734.14,,627.64,low,2105,maintenance_mode,very_bright,High Activity
evening,21.92,53.46,150.94,558.17,347.53,687.03,,539.93,medium,8649,maintenance_mode,moderate,Low Activity
evening,23.61,43.97,109.89,594.86,468.71,740.54,682.99,621.97,low,2105,ventilation_only,bright,Low Activity
evening,23.82,43.62,117.04,,466.46,737.07,698.98,637.83,low,2105,ventilation_only,very_dim,Moderate Activity
evening,24.11,197.57,114.8,,482.42,742.57,700.79,630.3,low,2105,off,,High Activity
evening,23.91,43.64,112.54,592.87,481.75,732.55,696.11,631.21,low,2105,eco_mode,dim,High Activity
evening,22.66,-40.5,130.48,582.69,486.95,714.51,672.86,594.02,medium,2679,heating_active,very_bright,Low Activity
evening,24.86,42.15,112.55,597.8,464.72,737.14,707.38,631.13,low,2105,off,moderate,Low Activity
morning,15.95,47.15,77.05,,532.7,756.33,714.58,619.68,extremely low,5820,eco_mode,dim,Low Activity
evening,23.54,44.36,124.89,592.95,444.0,725.08,691.84,603.08,low,2105,heating_active,bright,Moderate Activity
evening,22.56,49.58,95.33,604.9,434.48,554.62,670.75,579.81,,9127,eco_mode,,Low Activity
night,21.55,52.76,128.54,574.53,444.44,714.62,668.06,590.16,low,4507,ventilation_only,moderate,Low Activity
evening,23.96,43.81,111.57,596.25,479.89,732.79,691.18,624.98,low,2105,eco_mode,bright,Moderate Activity
evening,22.92,43.65,128.71,572.49,477.89,712.58,,598.39,medium,2679,off,,Low Activity
evening,23.65,44.39,113.61,592.08,471.92,733.57,,631.31,low,2105,eco_mode,very_bright,ModerateActivity
evening,23.43,44.64,112.46,593.07,435.12,736.12,695.76,617.31,low,2105,heating_active,,High Activity
night,19.23,52.8,118.78,589.4,474.89,714.09,,583.52,low,4129,heating_active,,Moderate Activity
evening,23.55,44.31,114.32,595.11,407.0,722.4,,618.63,low,2105,off,very_bright,High Activity
evening,23.56,44.31,113.71,591.28,422.42,725.96,680.76,605.95,low,2105,heating_active,,Moderate Activity
evening,23.4,44.52,116.97,593.88,418.01,723.46,,602.55,low,2105,eco_mode,,Low Activity
evening,296.62,44.54,114.85,589.77,423.75,723.66,679.72,611.22,low,2105,maintenance_mode,bright,High Activity
evening,23.54,44.36,124.89,592.95,444.0,725.08,691.84,603.08,low,2105,heating_active,bright,Moderate Activity
evening,23.05,45.39,116.04,593.42,423.12,728.18,683.03,615.19,low,2105,off,very_bright,High Activity
evening,23.78,51.7,106.96,552.76,430.81,590.92,661.12,599.89,medium,5214,VENTILATION_ONLY,bright,Low Activity
afternoon,15.05,45.28,70.14,604.19,567.13,782.75,,687.95,extremely low,2679,eco_mode,very_bright,Moderate Activity
evening,22.98,45.12,115.47,601.52,426.55,735.87,,614.43,low,2105,maintenance_mode,,High Activity
morning,15.96,41.36,77.66,601.96,557.54,779.36,754.21,703.37,low,8052,eco_mode,,Low Activity
evening,22.82,45.2,120.73,593.3,457.48,729.4,691.62,626.01,,2105,off,very_bright,Moderate Activity
evening,22.88,45.27,116.29,597.18,448.09,741.32,694.96,619.36,medium,2105,cooling_active,very_bright,Moderate Activity
evening,22.58,45.85,109.58,599.19,444.4,727.9,683.42,614.81,medium,2105,Eco_Mode,dim,Moderate Activity
evening,22.46,45.96,110.16,598.45,441.24,738.7,684.97,621.59,medium,2105,cooling_active,very_bright,Moderate Activity
night,19.11,47.16,113.58,587.06,449.12,716.68,669.25,597.36,high,8052,maintenance_mode,very_bright,Moderate Activity
evening,23.13,50.64,113.26,565.27,465.6,717.13,680.66,617.6,,6528,cooling_active,dim,Low Activity
evening,22.35,46.2,119.67,594.28,443.26,736.08,686.79,626.59,medium,2105,heating_active,,Moderate Activity
evening,23.36,46.48,121.67,581.63,476.27,711.24,,586.84,low,4129,off,very_bright,ModerateActivity
evening,21.96,47.16,106.53,596.73,433.78,736.72,682.63,617.67,medium,2105,maintenance_mode,very_bright,Moderate Activity
evening,21.94,47.13,112.38,597.35,436.42,730.81,694.14,611.65,medium,2105,off,very_bright,Moderate Activity
evening,21.76,47.39,111.29,597.04,453.5,732.41,686.57,614.33,medium,2105,heating_active,dim,ModerateActivity
afternoon,18.21,53.75,82.29,594.6,524.74,748.91,,636.71,low,5172,eco_mode,,Moderate Activity
evening,22.02,46.48,104.16,607.2,451.44,729.3,686.42,621.28,high,2105,heating_active,dim,High Activity
evening,21.92,46.6,108.74,604.0,453.71,735.06,685.83,637.47,high,2105,eco_mode,,ModerateActivity
evening,21.79,46.75,109.12,597.14,442.03,734.69,,626.8,high,2105,eco_mode,very_bright,High Activity
night,18.47,51.35,126.91,586.61,480.24,750.03,,658.57,low,5820,cooling_active,very_dim,Moderate Activity
night,21.77,46.69,111.14,596.18,442.33,739.76,687.98,637.25,,2105,cooling_active,very_bright,High Activity
night,294.83,46.81,113.65,595.18,440.51,736.51,691.63,614.61,high,2105,maintenance_mode,bright,Moderate Activity
night,21.67,46.53,109.17,595.09,453.05,733.93,,622.99,high,2105,maintenance_mode,very_bright,Low Activity
night,21.54,46.97,111.49,596.68,450.92,882.31,,625.0,high,2105,maintenance_mode,very_bright,High Activity
night,21.55,47.28,108.94,598.58,440.88,733.55,,623.69,high,2105,ventilation_only,bright,LowActivity
evening,23.74,44.89,110.93,592.43,335.39,723.12,662.32,562.32,extremely high,8374,off,very_bright,Low Activity
afternoon,20.09,49.42,102.38,606.35,478.3,747.75,,639.64,,9658,ventilation_only,dim,Low Activity
night,21.23,47.8,115.81,591.48,440.51,737.71,688.54,630.51,high,2105,off,very_bright,Moderate Activity
evening,23.66,44.67,130.46,,438.02,715.9,668.09,604.44,,6431,off,,Low Activity
night,21.3,47.24,110.59,601.75,443.38,732.65,698.32,635.49,high,2105,OFF,very_bright,Low Activity
night,21.2,47.66,111.12,596.66,459.07,733.33,697.26,617.84,high,2105,maintenance_mode,bright,Low Activity
afternoon,19.77,55.03,107.39,568.74,361.57,716.14,666.87,599.46,low,9385,heating_active,very_bright,Low Activity
evening,24.2,48.5,133.83,570.43,432.32,698.73,886.81,581.6,medium,9184,COOLING_ACTIVE,,Low_Activity
night,294.11,47.77,106.35,600.0,455.86,740.4,688.62,613.62,,2105,eco_mode,moderate,Moderate Activity
morning,18.72,50.7,86.01,584.87,520.8,761.91,726.25,674.06,low,3074,cooling_active,very_bright,Low Activity
evening,22.4,-49.45,105.49,593.07,353.14,685.73,600.74,514.71,,3418,cooling_active,,Low_Activity
night,21.03,47.44,122.19,593.61,450.89,740.1,683.16,621.79,,2105,eco_mode,very_bright,Low Activity
night,20.76,47.99,115.9,598.27,443.64,734.53,,619.71,,2105,maintenance_mode,,High Activity
morning,18.54,56.91,121.09,569.31,429.32,715.74,668.19,597.86,medium,8649,off,very_bright,High Activity
night,20.98,47.96,110.99,,443.82,730.42,,630.16,medium,2105,maintenance_mode,,High Activity
evening,23.94,51.44,124.85,554.42,411.87,681.48,625.55,551.99,medium,4761,OFF,moderate,Low Activity
night,20.79,48.36,118.44,598.94,470.66,738.84,,607.36,medium,2105,maintenance_mode,very_dim,High Activity
night,20.87,48.14,115.13,593.67,461.3,739.5,860.78,628.78,medium,2105,OFF,dim,Moderate Activity
night,20.91,47.97,114.9,605.37,455.14,739.01,,612.05,medium,2105,Cooling_Active,bright,Moderate Activity
afternoon,23.3,51.05,113.45,544.14,482.51,717.37,,610.94,medium,1458,off,moderate,Low Activity
night,20.84,47.89,116.3,593.55,457.71,733.01,696.57,622.78,medium,2105,cooling_active,very_bright,Low Activity
night,20.65,48.21,118.16,597.89,459.77,737.39,,622.54,medium,2105,HEATING_ACTIVE,dim,Moderate Activity
night,20.82,47.91,114.11,599.58,455.55,738.45,688.92,614.79,medium,2105,COOLING_ACTIVE,bright,High Activity
night,20.64,48.14,120.75,597.49,460.25,730.99,697.89,623.4,medium,2105,heating_active,very_bright,Moderate Activity
night,20.54,-38.17,114.07,598.02,462.18,734.36,697.64,618.53,medium,2105,heating_active,very_bright,High Activity
night,20.64,48.2,120.06,599.0,458.78,732.92,,608.74,medium,2105,cooling_active,very_bright,High Activity
night,20.6,-48.58,113.87,597.35,460.27,725.04,679.34,612.2,medium,2105,ventilation_only,very_bright,High Activity
night,20.5,48.36,121.12,,460.07,734.4,680.6,615.59,medium,2105,off,very_dim,Low Activity
night,293.58,48.38,119.9,598.75,452.77,729.93,,617.8,medium,2105,maintenance_mode,very_bright,Moderate Activity
night,20.3,48.67,115.36,592.22,462.11,737.51,697.53,613.68,low,2105,maintenance_mode,,High Activity
night,20.22,49.01,125.32,595.9,464.69,729.73,689.97,605.1,low,2105,off,moderate,High Activity
night,20.27,48.74,118.45,599.34,471.66,734.41,692.46,613.09,,2105,heating_active,very_bright,Low Activity
night,20.16,49.0,122.66,591.11,463.3,733.48,700.26,621.61,low,2105,heating_active,moderate,Moderate Activity
morning,19.25,48.86,81.13,616.88,530.37,775.97,851.0,679.0,low,3856,off,very_bright,Moderate Activity
evening,22.19,50.09,192.27,558.89,431.6,699.75,660.16,577.42,medium,7963,eco_mode,moderate,Low Activity
night,20.16,48.9,116.53,596.09,452.6,735.8,,623.85,low,2105,cooling_active,moderate,Moderate Activity
morning,19.69,54.64,121.81,554.51,486.82,699.47,638.67,573.77,medium,7058,ventilation_only,,Low Activity
afternoon,15.49,47.08,79.07,603.29,544.04,763.62,,652.5,low,2679,heating_active,,Moderate Activity
morning,18.58,45.77,74.73,615.17,428.11,769.68,719.35,626.44,extremely low,2105,maintenance_mode,dim,Moderate Activity
night,20.08,48.86,116.49,601.4,466.48,736.98,802.27,622.48,low,2105,cooling_active,bright,Moderate Activity
morning,20.2,56.43,131.72,560.86,428.24,710.95,668.94,585.67,medium,9385,ventilation_only,dim,Low Activity
night,19.89,49.29,113.97,602.41,463.61,737.11,687.47,623.39,low,2105,cooling_active,very_dim,Moderate Activity
night,19.77,49.6,114.38,595.08,460.45,733.55,516.84,625.87,low,2105,cooling_active,very_bright,Moderate Activity
evening,22.55,49.2,108.91,564.77,438.03,729.35,685.34,636.95,low,2847,heating_active,very_bright,Moderate Activity
night,22.27,51.59,122.96,571.66,432.63,710.2,682.94,594.09,low,4507,Cooling_active,bright,Low Activity
night,292.96,49.6,116.58,601.76,445.33,737.3,691.04,621.36,low,2105,ventilation_only,very_bright,Moderate Activity
night,292.63,50.36,113.02,592.49,450.61,734.51,695.13,624.41,low,2105,ventilation_only,,High Activity
