Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level
0,21.1,57.33,137.64,553.31,439.84,702.31,651.08,584.67,1,Low Activity
3,24.68,46.94,101.8,602.65,482.04,571.36,676.62,607.77,1,High Activity
3,24.44,43.92,135.63,581.68,460.72,701.55,699.3499999999999,560.68,1,Low Activity
2,20.03,49.59,103.92,594.74,501.58,747.55,701.63,643.81,1,Low Activity
3,21.52,53.6,130.21,567.34,453.97,590.4,656.76,588.73,2,Low Activity
3,23.02,45.42,104.71,593.3,488.79,738.57,689.47,637.07,1,Moderate Activity
1,18.38,51.55,83.56,600.6,559.01,757.05,725.18,664.19,0,Low Activity
1,17.81,52.52,119.94,592.4,493.01,754.68,708.5060000000001,633.24,1,High Activity
3,24.67,43.43,135.1,581.88,457.22,701.66,647.8,556.05,1,Low Activity
0,22.17,52.7,124.5,553.46,430.08,690.58,629.67,560.02,3,Low Activity
3,23.34,47.58,160.65,573.56,467.12,697.75,888.04,556.79,2,Moderate Activity
3,24.44,48.92,141.84,561.39,401.18,684.03,608.59,528.81,2,Low Activity
3,23.8,46.1,151.7,584.53,460.51,700.61,698.54,558.64,1,Low Activity
2,18.7,53.42,103.8,581.19,460.13,724.5,666.13,589.16,2,Low Activity
3,23.2,46.84,146.58,582.73,448.04,708.47,655.85,567.97,1,Low Activity
3,22.75,47.87,147.97,577.83,455.09,703.1,647.2180000000001,561.8,1,Low Activity
3,23.04,46.91,140.23,585.18,465.94,700.1,666.48,571.42,1,Low Activity
2,16.12,44.94,65.13,615.62,617.26,792.81,785.4639999999999,715.32,0,Low Activity
3,23.09,46.7,142.03,579.08,395.46,696.14,661.38,570.04,1,Low Activity
3,23.11,46.86,140.31,582.19,383.44,841.57,639.524,568.83,1,Low Activity
3,22.86,47.04,138.38,578.1,380.22,705.17,653.74,570.06,1,Low Activity
3,22.54,46.97,130.47,578.26,403.56,711.81,668.574,578.59,1,Low Activity
3,22.7,46.99,137.64,585.58,374.22,699.02,653.64,571.62,1,Low Activity
3,22.72,46.96,129.29,588.24,385.82,702.58,663.93,569.34,1,Low Activity
3,22.63,47.25,132.33,578.93,399.08,704.12,663.39,578.2,1,Low Activity
3,23.53,52.57,131.4,557.17,390.19,694.5,484.53,566.3,2,Low Activity
1,20.0,57.34,141.67,559.1,404.79,703.97,645.72,575.5,2,Low Activity
1,19.2,55.39,78.04,590.2,536.81,752.3,705.05,640.09,0,Moderate Activity
3,22.36,47.72,129.94,584.22,393.56,707.77,670.36,564.81,1,Low Activity
3,22.19,48.08,130.77,586.83,391.98,712.88,664.38,571.28,1,Low Activity
3,21.89,48.89,127.82,577.85,402.34,711.42,667.4,577.4,1,Moderate Activity
0,20.68,53.35,105.88,549.63,476.23,732.35,660.95,605.04,1,Moderate Activity
3,21.63,49.38,135.67,589.8,406.01,703.04,661.96,579.39,1,Moderate Activity
3,21.48,49.66,130.31,589.2,405.0,708.56,511.44,585.95,1,Low Activity
0,21.43,49.56,130.24,593.83,420.93,710.21,674.68,576.14,1,Low Activity
0,21.28,50.0,129.32,588.92,406.9,712.38,675.79,581.32,1,Low Activity
1,18.32,50.46,83.47,557.67,507.69,758.24,703.59,638.25,2,Moderate Activity
0,20.57,51.72,133.16,580.49,410.42,707.77,665.6899999999999,585.36,1,Low Activity
2,22.81,53.67,108.39,558.67,491.64,707.01,666.02,611.06,1,Low Activity
0,20.71,51.29,127.55,583.19,404.76,716.54,709.5820000000001,581.7,1,Low Activity
0,20.73,51.18,134.15,589.73,431.17,716.92,549.07,592.74,1,Moderate Activity
0,20.71,51.03,129.78,583.55,427.85,719.08,681.02,592.66,1,Low Activity
0,20.73,50.88,138.31,590.21,423.83,721.92,673.276,593.52,1,Low Activity
0,20.36,51.86,129.2,585.2,416.53,717.26,688.19,587.69,1,High Activity
0,19.53,56.47,141.74,570.16,426.68,621.63,680.42,612.7,2,Low Activity
2,22.72,51.97,115.48,552.29,487.78,713.94,663.73,598.44,1,Low Activity
3,22.94,49.09,128.79,598.39,451.33,851.16,668.4,594.34,2,Low Activity
3,25.64,45.29,105.89,598.69,377.73,718.26,666.6139999999999,603.73,2,Low Activity
0,20.1,52.5,134.95,595.79,425.05,718.19,681.47,608.71,1,High Activity
0,20.17,53.12,98.85,597.37,456.64,727.82,679.23,594.74,1,High Activity
2,18.08,47.48,82.05,620.95,490.85,751.16,708.85,643.94,2,Moderate Activity
3,23.36,49.52,105.65,575.77,462.13,719.95,638.456,601.86,1,Low Activity
0,19.94,52.76,125.99,589.5,429.54,721.61,677.32,591.96,1,Low Activity
0,19.89,52.86,130.73,582.59,440.14,731.69,686.244,599.28,1,Low Activity
0,19.94,52.61,127.2,588.22,439.8,720.35,689.39,605.02,1,Low Activity
3,24.35,50.71,137.34,558.86,401.83,676.12,599.1,532.96,3,Low Activity
1,17.8,47.22,72.35,631.94,588.29,788.26,754.084,708.89,0,Moderate Activity
0,19.83,52.74,136.18,589.94,428.45,721.3,692.81,597.04,1,High Activity
0,19.8,52.93,134.24,586.08,423.52,730.86,727.608,603.22,1,Moderate Activity
0,20.88,54.78,139.78,578.93,453.73,707.39,652.76,582.31,2,Low Activity
0,19.6,53.25,125.84,587.12,427.88,724.21,673.2059999999999,606.16,1,Moderate Activity
0,19.54,53.4,129.77,586.29,441.09,729.08,685.616,612.49,1,High Activity
0,19.51,53.37,130.38,581.48,438.58,851.25,677.808,609.03,1,High Activity
0,19.49,53.46,127.56,588.3,439.16,731.15,690.8,610.99,1,Moderate Activity
0,19.53,53.25,128.35,589.5,442.54,733.66,681.59,601.25,1,High Activity
0,19.85,52.57,117.09,561.59,478.29,718.94,663.4,597.56,1,Low Activity
0,19.3,53.24,132.11,588.4,436.97,730.21,699.16,605.36,1,Low Activity
0,19.39,52.9,127.34,591.22,437.46,735.14,691.11,604.13,1,Moderate Activity
0,19.25,53.08,130.36,589.65,432.38,736.61,694.44,605.68,1,Moderate Activity
0,19.37,52.74,121.9,585.51,440.97,731.18,699.18,618.51,1,Moderate Activity
1,19.2,52.9,87.24,614.96,495.39,757.38,713.59,640.01,1,Low Activity
3,24.6,47.32,118.41,578.93,393.39,691.21,643.14,566.31,2,Low Activity
3,19.03,53.61,84.16,585.04,453.75,735.55,700.82,624.27,1,Low Activity
1,19.35,49.24,95.04,554.94,504.64,748.95,706.518,645.53,2,Moderate Activity
2,17.54,50.14,93.92,601.65,459.61,759.86,719.2400000000001,651.21,0,Moderate Activity
0,19.08,53.16,124.32,587.84,443.56,741.09,694.51,622.16,1,Moderate Activity
0,19.11,53.12,124.37,588.9,444.0,732.07,706.85,624.44,1,Moderate Activity
3,23.15,45.94,110.59,595.78,469.79,720.8,684.34,607.81,1,Low Activity
0,19.16,52.86,122.25,588.74,436.68,738.56,708.55,621.28,1,Moderate Activity
0,19.04,53.0,121.93,582.73,447.77,606.08,701.62,617.79,1,Moderate Activity
0,19.14,52.67,118.71,595.4,431.45,746.4,689.44,626.17,1,Low Activity
0,18.92,53.25,119.67,586.54,437.81,733.22,861.69,620.0,1,High Activity
2,22.41,51.39,116.94,564.44,482.76,705.97,634.34,578.71,2,Low Activity
1,16.07,43.58,36.49,622.65,609.72,797.8,766.55,718.36,0,Low Activity
3,21.35,55.43,112.58,578.93,438.26,719.56,665.8240000000001,597.75,3,Low Activity
1,19.47,53.18,121.42,562.53,411.68,705.39,680.3,594.32,2,Low Activity
2,21.84,47.49,125.51,575.52,478.56,723.84,674.2,592.78,2,Low Activity
0,18.82,53.28,123.68,590.57,445.63,741.55,731.384,625.51,1,High Activity
0,18.86,53.29,122.97,590.41,446.28,637.41,710.54,637.39,1,High Activity
1,15.68,42.51,73.56,598.21,568.45,779.95,750.46,691.23,1,Low Activity
0,19.06,52.96,136.67,584.7,474.36,722.66,698.87,608.43,1,Moderate Activity
1,16.44,49.53,77.44,612.6,603.69,791.16,748.81,692.13,0,Low Activity
1,18.84,53.15,126.67,591.26,439.38,746.86,704.95,625.37,1,Moderate Activity
1,18.85,53.14,122.5,591.82,442.85,741.86,698.13,631.65,1,High Activity
3,23.32,45.73,93.64,606.3,454.95,734.73,722.052,609.6,1,High Activity
1,18.44,54.15,123.31,589.26,462.66,742.14,706.5,637.89,1,Moderate Activity
1,19.88,59.19,130.26,578.93,490.54,720.04,682.88,631.7,1,Low Activity
1,18.51,53.95,122.05,586.11,473.93,752.42,713.47,633.68,1,Moderate Activity
0,19.86,54.71,127.69,551.94,460.13,695.66,645.266,572.4,2,Low Activity
1,19.07,52.54,122.58,589.65,445.41,746.48,709.44,646.2,1,Moderate Activity
1,18.09,52.91,79.89,599.92,562.74,757.71,725.3919999999999,659.0,0,Moderate Activity
1,18.81,53.05,120.59,587.31,450.44,748.59,694.76,634.03,1,Low Activity
0,18.81,46.9,110.2,585.32,467.57,854.74,673.82,618.98,3,High Activity
1,19.39,55.16,109.67,559.47,464.72,711.14,667.914,601.99,2,Low Activity
2,22.11,49.43,113.32,581.05,439.95,716.79,673.83,594.69,1,Low Activity
1,18.56,53.75,118.8,585.87,449.43,746.62,712.55,637.29,1,Low Activity
2,20.18,49.94,80.91,578.93,416.5,560.32,698.73,618.25,1,Moderate Activity
1,18.4,54.18,118.9,593.69,480.22,750.29,718.85,638.8,1,Moderate Activity
3,23.11,46.13,111.13,585.62,457.65,702.23,657.52,559.99,2,Low Activity
1,18.33,53.98,114.49,589.98,464.34,745.57,706.166,644.3,1,High Activity
1,17.9,51.46,106.19,596.94,497.89,757.23,722.204,671.43,1,Low Activity
3,23.3,45.28,127.34,578.22,440.47,721.97,683.3439999999999,613.51,2,Low Activity
1,17.25,50.73,81.76,607.41,543.93,773.12,728.61,684.8,1,Moderate Activity
3,24.66,49.84,135.77,559.04,428.01,677.36,608.268,541.87,2,Low Activity
1,17.14,49.49,74.15,621.03,569.85,774.18,744.0020000000001,699.58,1,Moderate Activity
1,17.08,49.49,72.12,620.66,568.87,781.87,752.4359999999999,693.86,1,Low Activity
1,16.96,50.02,69.86,618.13,571.06,774.68,745.35,693.07,1,High Activity
1,16.91,50.24,68.21,615.42,561.31,776.17,743.5,694.51,1,Moderate Activity
1,16.95,49.83,70.64,613.31,573.19,781.38,752.13,696.91,1,High Activity
1,16.95,49.73,65.12,616.15,580.48,784.96,747.01,710.87,1,Moderate Activity
3,23.57,46.97,137.34,583.7,464.45,716.76,671.36,581.02,1,Low Activity
0,19.13,52.64,128.07,593.16,462.6,740.31,695.12,624.29,1,Moderate Activity
1,16.85,49.75,68.23,616.13,569.91,783.49,753.51,698.38,1,Moderate Activity
1,16.82,49.79,70.19,613.05,579.5,780.85,644.308,689.9,1,Moderate Activity
3,21.4,49.33,132.8,573.27,404.91,705.28,655.6,587.06,3,Low Activity
1,16.88,49.18,65.96,621.52,572.1,781.84,745.96,700.55,1,Moderate Activity
1,16.81,49.26,57.63,578.93,576.3,779.05,748.5,692.74,0,Moderate Activity
1,16.72,49.56,66.08,613.69,567.89,778.14,754.97,691.43,0,High Activity
1,16.73,49.79,69.37,621.06,590.52,796.48,760.34,699.87,0,Moderate Activity
1,19.71,54.05,125.58,566.39,413.59,691.38,638.8720000000001,558.38,2,Low Activity
3,24.82,48.1,149.56,564.68,393.13,672.01,633.946,551.3,2,Low Activity
3,21.69,46.89,106.04,595.13,422.1,742.64,693.01,629.26,1,High Activity
2,24.81,43.99,96.33,607.49,476.66,743.69,694.06,626.14,1,Low Activity
0,19.01,52.84,113.69,578.93,494.96,714.87,702.9540000000001,581.07,1,Low Activity
1,16.45,51.02,69.61,621.41,573.41,787.15,753.938,711.03,0,Low Activity
1,16.82,52.06,79.21,607.03,584.12,782.88,746.37,694.7,1,Low Activity
1,16.69,53.25,92.49,602.68,552.54,780.38,741.35,678.93,1,Low Activity
1,16.88,52.7,87.08,598.4,546.56,773.38,744.32,682.45,1,Moderate Activity
1,17.92,51.05,99.29,598.33,538.48,768.52,728.508,662.32,1,Moderate Activity
1,18.36,50.34,94.68,603.78,516.09,761.3,726.5,662.44,1,Low Activity
0,18.48,49.11,118.13,583.75,482.26,721.71,688.06,609.15,1,High Activity
1,17.13,51.59,82.07,608.36,548.71,771.48,744.18,689.75,1,Low Activity
1,17.48,50.42,83.92,612.05,577.64,773.98,740.77,701.11,1,Moderate Activity
1,17.99,49.48,78.66,605.5,519.75,773.41,744.46,675.83,0,Low Activity
1,18.07,49.6,78.2,607.15,524.17,765.87,731.64,673.66,0,Moderate Activity
0,20.98,52.58,122.18,569.75,377.98,685.48,642.79,554.53,2,High Activity
3,23.48,49.41,127.51,578.93,459.48,674.5,585.06,522.87,2,Low Activity
2,17.34,52.33,89.14,603.4,520.05,767.61,721.87,674.84,1,Low Activity
2,17.5,52.49,87.17,598.73,527.71,764.99,721.026,663.08,1,Moderate Activity
0,19.0,49.85,125.58,583.14,468.37,744.29,694.71,626.54,1,High Activity
1,19.66,55.8,126.72,564.61,497.93,728.66,675.17,620.41,1,Low Activity
2,17.81,54.78,133.29,586.22,511.07,759.85,720.69,673.65,2,High Activity
1,16.95,50.96,119.99,584.79,494.0,734.23,701.14,646.04,1,Moderate Activity
2,21.3,50.86,126.69,578.93,483.4,727.83,684.11,614.09,2,Moderate Activity
2,16.99,52.27,78.07,618.85,575.72,873.6,748.3,697.89,0,Moderate Activity
0,21.08,57.48,136.35,560.49,433.79,698.73,493.68,580.19,1,Low Activity
1,19.18,54.41,128.04,573.43,470.9,744.02,702.896,638.77,1,Low Activity
3,22.98,47.15,121.02,580.49,448.07,723.53,677.56,619.24,2,Low Activity
2,18.56,52.56,103.12,602.44,519.18,762.58,728.68,662.81,0,Low Activity
0,20.71,55.19,140.33,564.11,354.74,678.83,631.4,547.93,2,Low Activity
2,18.7,52.47,115.66,596.87,482.55,764.23,724.92,652.93,0,High Activity
2,19.01,51.69,113.66,594.81,487.29,758.51,679.2479999999999,651.92,0,Moderate Activity
2,18.74,52.78,113.44,590.66,480.15,751.97,700.12,641.26,1,Moderate Activity
1,18.64,48.23,79.75,614.79,533.43,772.26,742.59,695.83,2,Moderate Activity
2,18.62,52.82,112.19,578.93,463.86,612.22,692.536,625.5,1,Moderate Activity
2,18.96,51.69,108.02,599.48,477.87,747.88,473.81,627.48,1,Moderate Activity
2,18.68,52.6,122.76,578.93,459.36,748.45,695.16,627.15,1,Moderate Activity
2,18.86,52.28,112.76,594.06,480.32,749.74,656.664,608.56,1,High Activity
2,18.81,52.29,116.72,590.31,457.92,751.74,703.426,624.76,1,Low Activity
2,18.57,52.92,115.25,596.46,465.78,743.02,699.83,620.99,1,Low Activity
1,20.24,57.48,120.11,578.93,463.25,708.97,677.1,595.51,1,Low Activity
2,18.68,52.79,118.96,591.96,462.44,746.84,694.66,624.09,1,Moderate Activity
0,19.58,54.95,117.09,598.43,497.37,743.93,703.41,619.26,1,High Activity
2,18.6,52.41,120.2,593.24,481.98,743.8,700.83,621.56,1,Low Activity
2,18.22,53.4,116.14,596.53,478.47,752.95,699.85,627.8,1,High Activity
2,18.05,53.85,114.91,593.69,479.04,742.09,695.3059999999999,626.5,1,Low Activity
2,18.06,53.61,106.26,598.81,477.54,749.7,704.41,630.28,1,High Activity
2,18.02,53.55,21.84,578.93,469.7,747.06,695.5,627.47,1,Low Activity
2,17.63,53.79,106.23,599.97,480.23,752.72,699.104,630.59,1,Moderate Activity
2,17.92,52.43,98.74,601.23,519.37,763.45,711.97,659.47,1,Moderate Activity
2,18.85,50.88,97.88,595.26,479.99,749.89,706.384,636.59,1,Low Activity
2,19.0,50.67,97.45,597.76,500.66,818.35,710.75,637.16,1,Low Activity
2,19.3,50.62,105.48,597.9,520.52,756.58,707.12,647.39,1,Moderate Activity
2,19.76,50.1,43.17,578.93,509.26,757.04,705.7,629.47,1,High Activity
2,20.14,49.67,100.54,599.33,501.66,754.01,700.01,649.41,1,Moderate Activity
0,18.53,52.18,124.72,587.03,485.43,732.56,827.47,619.72,1,Moderate Activity
2,20.48,49.64,111.52,596.74,519.22,756.09,712.38,648.22,1,Low Activity
2,19.77,49.97,89.28,617.95,531.76,763.74,700.26,616.22,0,Moderate Activity
1,20.28,58.58,127.77,550.24,473.28,725.19,678.98,611.07,1,Low Activity
1,18.81,56.74,143.91,575.52,477.75,599.74,673.81,617.92,1,Low Activity
2,21.48,48.9,111.13,595.16,500.24,745.05,701.3820000000001,625.04,1,High Activity
2,21.92,48.01,107.81,590.41,497.58,741.72,740.456,630.86,1,Low Activity
0,21.4,57.11,144.26,555.7,440.27,696.04,636.49,558.3,2,Low Activity
2,22.13,47.76,105.02,595.78,490.69,741.88,697.85,622.85,1,Low Activity
2,23.97,51.67,109.89,552.0,479.51,711.05,466.22,603.04,1,Low Activity
3,22.38,47.99,114.05,584.14,496.17,742.55,669.2520000000001,618.31,1,High Activity
3,22.22,48.57,114.37,589.55,490.48,740.98,688.57,620.27,1,Low Activity
3,22.22,48.5,110.46,586.6,498.37,742.49,685.674,612.13,1,High Activity
0,20.47,44.66,111.72,590.73,443.39,640.21,671.54,604.63,3,Low Activity
3,21.99,48.91,113.95,594.6,500.25,731.21,697.95,612.97,1,Moderate Activity
3,22.17,48.44,112.17,593.92,499.21,737.57,679.13,611.48,1,Low Activity
2,18.79,45.45,76.61,618.55,534.62,776.65,738.45,675.94,1,Low Activity
2,19.19,54.47,115.58,572.06,414.18,720.85,648.742,605.2,1,High Activity
3,22.62,47.89,117.26,584.83,490.7,728.95,693.3979999999999,588.39,1,Moderate Activity
3,22.58,46.91,152.69,578.16,426.03,708.1,666.852,606.87,2,Low Activity
0,21.84,52.16,99.47,549.66,466.32,720.88,663.524,579.8,1,Low Activity
2,17.97,54.58,106.47,593.83,513.18,756.95,684.6859999999999,648.55,1,Moderate Activity
3,23.37,46.14,111.25,586.32,491.81,734.82,673.5379999999999,603.32,1,High Activity
3,22.37,48.15,119.29,589.85,490.6,722.1,684.64,596.1,1,Moderate Activity
3,22.37,48.23,123.38,578.93,484.0,726.94,682.19,602.99,1,Low Activity
0,20.81,54.37,118.52,556.2,434.75,711.64,673.27,601.39,2,Low Activity
0,22.54,55.91,137.78,539.94,448.51,701.65,650.19,579.96,2,Low Activity
3,22.77,47.72,117.17,578.93,477.33,721.84,678.95,599.56,1,Low Activity
3,23.0,47.44,120.18,587.4,494.75,722.36,672.49,592.54,1,Moderate Activity
3,23.2,51.62,110.56,578.93,422.15,622.31,488.53,600.13,1,Low Activity
3,23.3,46.77,118.85,587.07,483.61,714.02,657.284,577.95,1,Low Activity
2,18.73,52.93,77.56,619.45,528.52,778.17,733.0459999999999,667.52,1,Moderate Activity
2,19.17,54.87,86.75,586.44,496.09,737.97,699.11,624.21,0,Low Activity
3,22.5,48.24,119.18,590.9,488.43,716.94,678.18,583.32,1,Low Activity
0,19.41,48.05,116.44,578.93,467.32,725.78,686.28,613.76,2,Low Activity
3,22.5,48.16,114.75,587.23,465.42,597.85,672.69,585.9,1,Low Activity
3,22.33,48.53,204.85,585.68,480.8,708.17,638.848,567.07,1,Low Activity
3,24.97,53.17,134.94,542.69,441.75,567.82,633.472,564.29,2,Low Activity
3,22.17,48.86,122.82,593.25,483.47,715.55,659.99,577.43,1,Low Activity
3,21.75,49.44,114.18,591.82,476.55,703.3,682.698,575.0,1,Low Activity
3,21.78,50.9,85.48,578.93,441.81,723.12,683.12,586.51,1,Low Activity
1,17.76,42.92,64.75,620.12,591.89,796.78,754.83,704.18,0,Low Activity
3,21.69,50.07,116.46,587.81,461.55,700.25,662.41,558.49,1,Low Activity
2,22.73,52.89,103.14,578.93,478.06,712.7,660.45,605.54,1,Low Activity
3,22.93,46.61,116.78,587.44,467.44,702.0,655.05,555.22,2,Low Activity
3,23.12,46.21,117.9,578.93,448.57,705.88,661.82,563.45,2,Low Activity
0,18.96,46.84,118.15,584.06,459.37,731.33,671.57,611.75,3,Low Activity
0,20.23,54.31,103.33,555.05,481.07,730.95,678.69,603.61,1,High Activity
3,22.17,47.69,119.08,583.31,460.58,696.22,642.526,558.79,2,Low Activity
0,19.49,57.17,126.19,560.35,405.8,639.59,658.634,577.12,2,Low Activity
0,20.86,47.98,121.91,594.72,459.89,739.37,701.87,613.67,2,High Activity
3,21.88,48.04,111.87,589.9,449.29,709.15,656.53,568.56,2,Low Activity
3,21.66,48.34,117.04,589.78,436.34,703.08,630.374,566.41,2,Low Activity
0,20.08,52.05,104.74,551.18,500.72,747.14,692.33,638.95,1,Low Activity
2,21.46,46.79,134.59,588.63,463.51,739.77,689.78,637.07,1,Moderate Activity
3,20.39,51.71,118.67,578.93,442.0,634.9,659.68,565.17,2,Low Activity
3,20.23,51.71,114.88,589.14,436.64,714.68,660.44,571.4,2,Low Activity
0,19.93,51.94,115.81,591.21,421.43,715.74,669.85,572.34,2,Low Activity
0,19.83,52.27,118.17,593.35,428.77,703.86,650.1479999999999,574.3,2,Low Activity
3,24.68,48.97,113.75,577.06,449.55,702.88,661.32,591.71,1,Low Activity
0,21.0,52.52,105.94,550.51,494.09,637.98,673.7,602.2,1,High Activity
0,22.13,52.59,138.26,568.49,438.15,710.51,649.41,571.19,2,Low Activity
0,19.7,52.26,114.72,593.7,455.89,711.33,610.168,569.96,2,Low Activity
1,19.67,56.89,111.07,601.49,450.96,739.69,659.9759999999999,610.69,2,Moderate Activity
0,19.51,52.38,115.86,582.85,443.3,585.43,664.208,592.65,1,High Activity
0,19.59,52.0,111.76,590.46,451.8,720.27,668.45,584.44,1,Low Activity
0,19.5,52.22,109.1,593.54,468.47,713.22,683.4,584.78,1,Low Activity
0,19.51,52.2,115.16,590.15,466.77,719.08,685.58,582.39,1,Low Activity
0,19.36,52.52,122.19,590.84,468.8,705.06,664.444,596.8,1,Moderate Activity
3,20.0,45.8,93.28,597.59,512.43,739.35,702.33,628.37,1,Moderate Activity
0,20.48,57.66,133.83,578.93,474.32,710.5,665.7,583.74,1,Low Activity
0,19.18,52.8,118.69,585.37,499.71,716.43,673.31,590.41,1,High Activity
0,19.12,52.83,121.24,591.73,490.81,716.42,672.636,591.8,1,Low Activity
0,19.04,52.78,120.16,588.87,483.09,722.59,675.8,588.31,1,Moderate Activity
3,24.29,50.48,135.79,560.49,445.4,681.94,619.45,549.41,2,Low Activity
0,19.01,52.84,113.69,586.06,494.96,714.87,676.48,581.07,1,Low Activity
0,18.99,52.88,127.74,594.49,491.22,893.06,688.8,596.16,1,Moderate Activity
0,18.79,53.38,127.19,590.44,488.8,720.95,543.71,597.79,1,Low Activity
2,18.77,53.54,97.27,578.28,508.3,705.08,621.21,556.63,2,Low Activity
0,18.7,53.48,121.83,584.7,490.33,726.32,684.08,595.27,1,Moderate Activity
0,18.7,53.47,118.68,586.82,513.63,716.58,675.84,598.89,1,Moderate Activity
0,18.67,53.54,124.19,588.78,506.99,719.4,681.76,604.64,1,Moderate Activity
0,18.65,53.57,121.92,592.1,482.41,725.72,685.44,593.32,1,Moderate Activity
0,18.72,53.37,118.94,578.93,497.43,725.69,685.73,588.22,1,Low Activity
3,24.56,47.91,108.57,550.87,457.55,731.04,666.3439999999999,602.04,1,Low Activity
0,18.68,53.45,121.61,590.58,496.9,721.19,663.7360000000001,588.63,1,Moderate Activity
0,18.68,53.43,128.79,589.79,493.93,726.98,687.96,603.03,1,High Activity
0,20.99,55.77,133.76,557.84,450.34,705.13,653.15,590.33,1,Low Activity
0,18.51,53.71,121.52,590.22,502.19,729.28,699.29,596.75,1,High Activity
3,25.64,48.38,117.78,578.93,476.03,680.65,604.45,542.2,2,Moderate Activity
0,20.88,52.41,117.65,569.5,386.17,697.35,655.3,557.26,2,Low Activity
0,18.32,54.02,117.71,594.87,502.47,604.13,670.466,608.36,1,Moderate Activity
0,18.36,54.0,123.84,578.93,493.5,737.66,696.734,617.9,1,Low Activity
0,18.48,53.46,123.09,589.31,498.91,734.48,688.19,619.3,1,Moderate Activity
3,24.82,46.81,112.09,597.13,466.95,734.78,683.71,607.24,2,High Activity
0,18.25,54.11,121.83,586.43,495.4,732.13,668.956,610.52,1,Low Activity
0,18.32,53.94,122.17,586.78,501.75,728.8,688.85,611.14,1,Low Activity
2,20.13,46.54,95.9,599.06,455.87,725.21,682.74,609.76,2,Low Activity
0,18.21,54.06,118.05,592.04,503.41,734.86,688.772,610.11,1,Moderate Activity
3,23.88,52.04,107.94,552.93,475.02,709.97,669.1,614.93,1,Low Activity
1,16.98,54.11,117.87,590.26,504.37,761.8,684.752,656.23,0,High Activity
2,22.95,52.11,119.97,544.8,471.01,684.13,656.66,561.47,3,Low Activity
3,23.15,44.88,117.79,588.49,436.66,726.68,692.486,607.36,1,Low Activity
3,21.11,52.41,129.92,575.5,463.97,719.05,677.45,601.14,2,Low Activity
0,19.99,56.28,125.74,562.74,380.32,692.46,687.0179999999999,566.95,2,Low Activity
0,18.18,48.04,117.24,576.36,469.11,727.4,685.47,613.56,3,High Activity
0,18.08,54.39,118.47,578.93,506.37,739.64,698.92,617.03,1,Low Activity
1,17.93,54.72,118.34,593.02,518.23,735.32,700.95,633.75,1,Moderate Activity
1,18.01,54.51,117.91,590.38,509.59,738.2,690.34,631.01,1,Low Activity
1,17.91,54.65,117.22,596.08,507.28,741.8,699.79,623.32,1,Low Activity
